Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
HRTC - 524,Ordinary 3+2 Non AC Seater,16:45,07:00,14h 15m,743.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,06:30,12h 10m,782.0,23 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 537,Ordinary 3+2 Non AC Seater,18:30,06:30,12h 00m,715.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 548,Ordinary 3+2 Non AC Seater,19:31,07:50,12h 19m,743.0,17 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 547,A/C Executive (2+3),20:16,06:40,10h 24m,846.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 558,Ordinary 3+2 Non AC Seater,20:20,08:00,11h 40m,715.0,35 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,20:29,08:00,11h 31m,1299.0,27 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 565,Ordinary 3+2 Non AC Seater,21:05,08:00,10h 55m,716.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),20:15,07:45,11h 30m,630.0,10 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,648.0,16 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,06:00,11h 00m,664.0,16 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),21:20,08:00,10h 40m,666.0,9 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,07:15,11h 15m,600.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-palampur,Delhi to Palampur
HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,15:00,04:40,13h 40m,758.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,15:40,04:40,13h 00m,733.0,26 Seats available,2.6,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,17:00,06:00,13h 00m,779.0,27 Seats available,3.3,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:00,06:00,12h 00m,755.0,15 Seats available,3.2,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 925,A/C Executive (2+3),18:00,06:30,12h 30m,856.0,43 Seats available,2.5,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 25,Himsuta AC Seater Volvo/Scania 2+2,18:30,06:25,11h 55m,1274.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 905,Ordinary 3+2 Non AC Seater,19:35,07:45,12h 10m,714.0,37 Seats available,3.4,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 13,Himsuta AC Seater Volvo/Scania 2+2,20:05,07:45,11h 40m,1259.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 905,Ordinary 3+2 Non AC Seater,20:15,07:45,11h 30m,692.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),20:38,06:30,09h 52m,833.0,14 Seats available,4.8,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,05:45,10h 15m,740.0,12 Seats available,4.8,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,997.0,17 Seats available,4.7,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
AdRaghukul Holidays,Volvo A/C Semi Sleeper (2+2),19:00,05:00,10h 00m,674.0,14 Seats available,3.7,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:00,05:30,10h 30m,720.0,10 Seats available,4.7,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Dharamshala (Himachal Pradesh) to Delhi
HRTC - 525,Ordinary 3+2 Non AC Seater,16:50,01:30,08h 40m,409.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,02:15,08h 16m,409.0,25 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 538,Ordinary 3+2 Non AC Seater,18:31,04:15,09h 44m,404.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 93,Himsuta AC Seater Volvo/Scania 2+2,19:35,03:45,08h 10m,721.0,11 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 556,Ordinary 3+2 Non AC Seater,20:10,03:30,07h 20m,404.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 591,A/C Executive (2+3),21:00,06:00,09h 00m,519.0,40 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 8,Himsuta AC Seater Volvo/Scania 2+2,21:02,04:40,07h 38m,721.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 570,Ordinary 3+2 Non AC Seater,21:25,05:25,08h 00m,404.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 518,Ordinary 3+2 Non AC Seater,21:58,05:00,07h 02m,404.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 9,Himsuta AC Seater Volvo/Scania 2+2,22:00,06:00,08h 00m,721.0,23 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 36,Himsuta AC Seater Volvo/Scania 2+2,22:30,05:10,06h 40m,696.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 22,Himsuta AC Seater Volvo/Scania 2+2,23:00,06:50,07h 50m,721.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 564,Ordinary 3+2 Non AC Seater,23:40,07:40,08h 00m,404.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),23:25,06:40,07h 15m,523.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:30,06:30,07h 00m,474.0,35 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Ram Dalal Holidays,Mercedes Multi-Axle Semi Sleeper (2+2),23:00,06:00,07h 00m,648.0,26 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
Bedi Travels,Volvo A/C Semi Sleeper (2+2 ),23:00,06:45,07h 45m,512.0,25 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
City Land Travels,Volvo A/C Semi Sleeper (2+2),10:20,17:00,06h 40m,673.0,8 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-solan,Delhi to Solan
HRTC - 953,Ordinary 3+2 Non AC Seater,14:30,05:20,14h 50m,758.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,05:30,13h 55m,716.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 952,Ordinary 3+2 Non AC Seater,15:45,05:30,13h 45m,715.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,05:15,12h 00m,1299.0,18 Seats available,4.2,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:30,05:40,12h 10m,782.0,24 Seats available,3.3,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1106,Ordinary 3+2 Non AC Seater,18:10,06:30,12h 20m,743.0,28 Seats available,4.3,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 951,Ordinary 3+2 Non AC Seater,18:12,06:45,12h 33m,716.0,37 Seats available,4.0,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 79,Himsuta AC Seater Volvo/Scania 2+2,18:40,07:00,12h 20m,1342.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1152,Ordinary 3+2 Non AC Seater,20:00,08:10,12h 10m,722.0,34 Seats available,4.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 1103,A/C Executive (2+3),20:40,07:30,10h 50m,846.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,06:00,10h 55m,720.0,10 Seats available,4.7,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:50,05:30,10h 40m,925.0,19 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),19:35,06:15,10h 40m,830.0,13 Seats available,4.6,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:20,06:00,10h 40m,949.0,20 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:50,07:30,10h 40m,893.0,13 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-delhi,Palampur to Delhi
HRTC - 508,A/C Executive (2+3),12:00,19:30,07h 30m,482.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1519,Himsuta AC Seater Volvo/Scania 2+2,14:20,21:00,06h 40m,793.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 2030250,Ordinary 3+2 Non AC Seater,16:30,21:30,05h 00m,458.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1507,Ordinary 3+2 Non AC Seater,18:40,01:50,07h 10m,473.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 58,Himsuta AC Seater Volvo/Scania 2+2,19:30,04:00,08h 30m,830.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1532,Ordinary 3+2 Non AC Seater,20:20,05:00,08h 40m,451.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1286,Ordinary 3+2 Non AC Seater,21:05,05:00,07h 55m,486.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1544,Ordinary 3+2 Non AC Seater,21:40,06:40,09h 00m,487.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1212,A/C Executive (2+3),21:58,05:09,07h 11m,493.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1522,Himsuta AC Seater Volvo/Scania 2+2,22:00,05:00,07h 00m,775.0,33 Seats available,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 521,Ordinary 3+2 Non AC Seater,22:20,06:00,07h 40m,477.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 1231,Ordinary 3+2 Non AC Seater,22:40,04:22,05h 42m,476.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
GLOBAL HOLIDAYS ADVENTURE TOURS,A/C Semi Sleeper (2+2),22:25,06:00,07h 35m,463.0,30 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:45,06:00,07h 15m,495.0,29 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,04:15,05h 25m,474.0,20 Seats available,4.7,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,05:00,06h 00m,720.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:15,04:25,05h 10m,546.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Chandigarh to Kullu
HRTC - 915,Ordinary 3+2 Non AC Seater,11:30,18:15,06h 45m,385.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 954,Ordinary 3+2 Non AC Seater,13:25,19:41,06h 16m,385.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1151,Ordinary 3+2 Non AC Seater,14:00,22:40,08h 40m,365.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 967,Ordinary 3+2 Non AC Seater,15:00,22:00,07h 00m,365.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 911,Ordinary 3+2 Non AC Seater,16:15,23:20,07h 05m,385.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 904,Himmani Deluxe 2+2 Non AC Seater,16:30,23:30,07h 00m,408.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1104,Ordinary 3+2 Non AC Seater,17:20,00:20,07h 00m,365.0,29 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1109,Ordinary 3+2 Non AC Seater,17:50,00:20,06h 30m,391.0,34 Seats available,2.2,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,18:30,00:05,05h 35m,655.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 903,Himmani Deluxe 2+2 Non AC Seater,18:45,01:00,06h 15m,424.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,19:00,00:40,05h 40m,408.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 951,Ordinary 3+2 Non AC Seater,19:25,00:45,05h 20m,365.0,31 Seats available,4.4,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 905,Ordinary 3+2 Non AC Seater,21:00,02:30,05h 30m,385.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1152,Ordinary 3+2 Non AC Seater,21:30,03:00,05h 30m,365.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 1103,A/C Executive (2+3),21:55,03:00,05h 05m,400.0,22 Seats available,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
FlixBus,A/C Seater (2+2),18:40,00:55,06h 15m,450.0,22 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,01:00,05h 50m,759.0,26 Seats available,4.7,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Laxmi holidays,VE A/C Semi Sleeper (2+2),19:35,23:55,04h 20m,854.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:40,00:40,05h 00m,720.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),19:45,01:00,05h 15m,720.0,10 Seats available,5.0,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Kangra to Chandigarh
HRTC - 57,Himsuta AC Seater Volvo/Scania 2+2,11:25,18:20,06h 55m,793.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 752,Ordinary 3+2 Non AC Seater,12:47,22:00,09h 13m,462.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 775,Ordinary 3+2 Non AC Seater,13:00,22:05,09h 05m,477.0,39 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 802,Ordinary 3+2 Non AC Seater,14:08,23:15,09h 07m,467.0,39 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 725,Ordinary 3+2 Non AC Seater,15:30,22:30,07h 00m,475.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 724,Ordinary 3+2 Non AC Seater,16:00,23:55,07h 55m,479.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 707,A/C Executive (2+3),16:35,01:20,08h 45m,493.0,42 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 801,Ordinary 3+2 Non AC Seater,16:45,00:15,07h 30m,462.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 776,Ordinary 3+2 Non AC Seater,17:00,23:30,06h 30m,477.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 11,Himsuta AC Seater Volvo/Scania 2+2,17:30,00:01,06h 31m,775.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 754,Ordinary 3+2 Non AC Seater,17:45,03:00,09h 15m,456.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 49,Himsuta AC Seater Volvo/Scania 2+2,18:00,02:00,08h 00m,793.0,35 Seats available,3.3,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 788,Ordinary 3+2 Non AC Seater,18:20,03:30,09h 10m,457.0,33 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 736,Himsuta AC Seater Volvo/Scania 2+2,18:30,01:00,06h 30m,775.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 705,Himsuta AC Seater Volvo/Scania 2+2,19:30,02:00,06h 30m,775.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),11:55,18:05,06h 10m,889.0,25 Seats available,3.7,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),15:20,21:00,05h 40m,673.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),15:40,21:30,05h 50m,673.0,27 Seats available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),16:10,22:20,06h 10m,673.0,32 Seats available,4.4,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),16:45,23:00,06h 15m,759.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/kullu-to-chandigarh,Kullu to Chandigarh
HRTC - 573,Ordinary 3+2 Non AC Seater,13:15,01:15,12h 00m,668.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 562,Ordinary 3+2 Non AC Seater,15:15,03:15,12h 00m,660.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 522,Ordinary 3+2 Non AC Seater,16:35,03:15,10h 40m,630.0,37 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 528,A/C Executive (2+3),17:31,05:10,11h 39m,780.0,44 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 593,Himmani Deluxe 2+2 Non AC Seater,18:20,04:30,10h 10m,688.0,22 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 539,Himmani Deluxe 2+2 Non AC Seater,18:50,06:00,11h 10m,709.0,27 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 546,Himmani Deluxe 2+2 Non AC Seater,19:20,06:00,10h 40m,710.0,23 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 14,Himsuta AC Seater Volvo/Scania 2+2,20:10,06:40,10h 30m,1191.0,34 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 547,A/C Executive (2+3),20:16,05:50,09h 34m,750.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 599,Himsuta AC Seater Volvo/Scania 2+2,20:29,06:50,10h 21m,1158.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:45,07:05,09h 20m,657.0,40 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,05:50,10h 20m,685.0,32 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Bedi Travels,Volvo 9600 Multi Axle Semi-Sleeper (2+2),21:00,06:45,09h 45m,630.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
AdRaghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,07:00,11h 00m,568.0,34 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:00,08:30,10h 30m,569.0,31 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-kangra,Delhi to Kangra
HRTC - 954,Ordinary 3+2 Non AC Seater,12:00,19:41,07h 41m,470.0,34 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 953,Ordinary 3+2 Non AC Seater,14:30,23:50,09h 20m,483.0,35 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 955,Ordinary 3+2 Non AC Seater,14:40,23:55,09h 15m,453.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1104,Ordinary 3+2 Non AC Seater,15:35,00:20,08h 45m,451.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 952,Ordinary 3+2 Non AC Seater,15:45,00:20,08h 35m,450.0,27 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1109,Ordinary 3+2 Non AC Seater,16:30,00:20,07h 50m,476.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1158,Himsuta AC Seater Volvo/Scania 2+2,17:15,00:05,06h 50m,796.0,18 Seats available,4.4,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1134,Himmani Deluxe 2+2 Non AC Seater,17:30,00:40,07h 10m,502.0,7 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 1106,Ordinary 3+2 Non AC Seater,18:10,02:15,08h 05m,478.0,28 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
HRTC - 951,Ordinary 3+2 Non AC Seater,18:12,00:45,06h 33m,451.0,31 Seats available,3.9,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Palampur to Chandigarh
